assembly_accession	organism_name	species_taxid	refseq_category
GCF_013404055.1	Winogradskyella undariae	1285465	representative genome
GCF_900101395.1	Niabella drilacis	1285928	representative genome
GCF_003058085.1	Yoonia sediminilitoris	1286148	representative genome
GCF_010731735.1	Mycolicibacterium sediminis	1286180	representative genome
GCF_010731815.1	Mycolicibacterium arabiense	1286181	representative genome
GCF_002214805.1	Brachyspira hampsonii	1287055	representative genome
GCF_000311745.1	Anaerococcus obesiensis ph10	1287640	representative genome
GCF_000311725.1	Bacillus massiliosenegalensis JC6	1287657	representative genome
GCF_001879715.1	Nioella nitratireducens	1287720	representative genome
GCF_900109455.1	Roseovarius azorensis	1287727	representative genome
GCF_902860075.1	Achromobacter insuavis	1287735	representative genome
GCF_902859965.1	Achromobacter aegrifaciens	1287736	representative genome
GCF_903652925.1	Achromobacter anxifer	1287737	representative genome
GCF_902860115.1	Achromobacter dolens	1287738	representative genome
GCF_013410645.1	Micromonospora jinlongensis	1287877	representative genome
GCF_003259845.1	Actinoplanes lutulentus	1287878	representative genome
GCF_000403135.1	Arcticibacter svalbardensis MN12-7	1288027	representative genome
GCF_000321005.1	Anaerococcus senegalensis JC48	1288120	representative genome
GCF_900624755.1	Alistipes senegalensis	1288121	representative genome
GCF_001152565.1	Yersinia pekkanenii	1288385	representative genome
GCF_010723515.1	Mycolicibacter algericus	1288388	representative genome
GCF_000295095.1	Actinomyces timonensis DSM 23838	1288391	representative genome
GCF_002014855.1	Moraxella porci DSM 25326	1288392	representative genome
GCF_900102675.1	Pseudomonas guariconensis	1288410	representative genome
GCF_000355765.4	Nitrosospira lacus	1288494	representative genome
GCF_004526345.1	Ornithinimicrobium flavum	1288636	representative genome
GCF_002995785.1	Clostridium liquoris	1289519	representative genome
GCF_000812685.1	Halocynthiibacter namhaensis	1290553	representative genome
GCF_003001935.1	Nonomuraea fuscirosea	1291556	representative genome
GCF_007829335.1	Chitinophaga polysaccharea	1293035	representative genome
GCF_006542355.1	Swingsia samuiensis	1293412	representative genome
GCF_004354595.1	Lactobacillus silagei JCM 19001	1293415	representative genome
GCF_000971295.1	Devosia epidermidihirudinis	1293439	representative genome
GCF_001278945.1	Lysinibacillus contaminans	1293441	representative genome
GCF_003259955.1	Falsochrobactrum ovis	1293442	representative genome
GCF_001515305.1	Aquitalea pelogenes	1293573	representative genome
GCF_002115745.1	Thalassospira alkalitolerans	1293890	representative genome
GCF_002115755.1	Thalassospira mesophila	1293891	representative genome
GCF_003386205.1	Cohnella lupini	1294267	representative genome
GCF_007995015.1	Luteibaculum oceani	1294296	representative genome
GCF_004799325.1	Youngimonas vesicularis	1294297	representative genome
GCF_003012705.1	Mesorhizobium soli	1295366	representative genome
GCF_001312345.1	Methylogaea oryzae JCM 16910	1295382	representative genome
GCF_000940995.1	Photobacterium gaetbulicola Gung47	1295392	representative genome
GCF_000215975.1	Thermodesulfobacterium geofontis OPF15	1295609	representative genome
GCF_003050755.1	Mucilaginibacter yixingensis	1295612	representative genome
GCF_000520955.1	Aquimarina pacifica	1296415	representative genome
GCF_005405365.1	Enterococcus xiangfangensis	1296537	representative genome
GCF_005405385.1	Lactobacillus mudanjiangensis	1296538	representative genome
GCF_003946025.1	Lactobacillus songhuajiangensis	1296539	representative genome
GCF_005405445.1	Lactobacillus nenjiangensis	1296540	representative genome
GCF_900116515.1	Geodermatophilus amargosae	1296565	representative genome
GCF_003100395.1	Aquabacterium olei	1296669	representative genome
GCF_009467825.1	Cyclobacterium xiamenense	1297121	representative genome
GCF_900109255.1	Cyclobacterium xiamenense	1297121	representative genome
GCF_003337415.1	Anaerobacterium chartisolvens	1297424	representative genome
GCF_001940005.1	Intestinimonas butyriciproducens	1297617	representative genome
GCF_000280925.3	Myxococcus hansupus	1297742	representative genome
GCF_900128905.1	Bacteroides luti	1297750	representative genome
GCF_900110615.1	Flavobacterium urocaniciphilum	1299341	representative genome
GCF_001494635.1	Olsenella scatoligenes	1299998	representative genome
GCF_001440415.1	Bradyrhizobium retamae	1300035	representative genome
GCF_900230195.1	Streptomyces zhaozhouensis	1300267	representative genome
GCF_003253745.1	Mesorhizobium kowhaii	1300272	representative genome
GCF_002270415.1	Mesorhizobium sophorae	1300294	representative genome
GCF_003601975.1	Mesorhizobium waimense	1300307	representative genome
GCF_000499525.1	[Clostridium] dakarense	1301100	representative genome
GCF_001186155.3	Planococcus versutus	1302659	representative genome
GCF_900129385.1	Chryseobacterium takakiae	1302685	representative genome
GCF_900142445.1	Chryseobacterium polytrichastri	1302687	representative genome
GCF_900116355.1	Mucilaginibacter polytrichastri	1302689	representative genome
GCF_001953305.1	Cnuella takakiae	1302690	representative genome
GCF_900182705.1	Gracilimonas mengyeensis	1302730	representative genome
GCF_003522965.1	Lactobacillus bombi	1303590	representative genome
GCF_003260285.1	Salinisphaera halophila	1304158	representative genome
GCF_003788585.1	Salinisphaera japonica YTM-1	1304270	representative genome
GCF_000387765.1	Caldisalinibacter kiritimatiensis	1304284	representative genome
GCF_001742425.1	Bacillus solimangrovi	1305675	representative genome
GCF_000364845.1	Marinobacter nanhaiticus D15-8W	1305740	representative genome
GCF_007896435.1	Rummeliibacillus suwonensis	1306154	representative genome
GCF_002813575.1	Nostoc flagelliforme CCNUN1	1306274	representative genome
GCF_001857965.1	Flavobacterium commune	1306519	representative genome
GCF_000299335.2	Alcanivorax pacificus W11-5	1306787	representative genome
GCF_001012825.1	Paenibacillus etheri	1306852	representative genome
GCF_000376565.1	Streptomyces hokutonensis	1306990	representative genome
GCF_011683955.1	Pseudomaricurvus alkylphenolicus	1306991	representative genome
GCF_000498975.2	Pseudomonas soli	1306993	representative genome
GCF_001895205.1	Vibrio injenensis	1307414	representative genome
GCF_000711295.1	Desulfohalovibrio reitneri	1307759	representative genome
GCF_000507245.1	Salinispira pacifica	1307761	representative genome
GCF_001017655.1	Kiritimatiella glycovorans	1307763	representative genome
GCF_001443605.1	Salinivirga cyanobacteriivorans	1307839	representative genome
GCF_007988885.1	Gluconobacter wancherniae NBRC 103581	1307955	representative genome
GCF_001007995.1	Deinococcus soli Cha et al. 2016	1309411	representative genome
GCF_003595305.1	Ralstonia pseudosolanacearum	1310165	representative genome
GCF_003627755.1	Rhizobium jaguaris	1312183	representative genome
GCF_900172295.1	Pelagicola litorisediminis	1312363	representative genome
GCF_012396185.1	Sanguibacter hominis ATCC BAA-789	1312739	representative genome
GCF_000687145.1	Thermoanaerobaculum aquaticum	1312852	representative genome
GCF_013177635.1	Arcobacter aquimarinus	1315211	representative genome
GCF_900177715.1	Altererythrobacter xiamenensis	1316679	representative genome
GCF_007830095.1	Micromonospora taraxaci	1316803	representative genome
GCF_002088235.1	Oceanococcus atlanticus	1317117	representative genome
GCF_001205715.1	Pseudaestuariivita atlantica	1317121	representative genome
GCF_000626715.1	Aquimarina atlantica	1317122	representative genome
GCF_000737065.1	Thioclava atlantica	1317124	representative genome
GCF_900156345.1	Pontibacter indicus	1317125	representative genome
GCF_001281405.1	Bartonella ancashensis	1318743	representative genome
GCF_900188055.1	Tistlia consotensis	1321365	representative genome
GCF_009192945.1	Xanthomonas maliensis	1321368	representative genome
GCF_000738775.1	Rhodococcus defluvii	1323361	representative genome
GCF_001730685.1	Caloranaerobacter ferrireducens	1323370	representative genome
GCF_003991135.1	Anoxybacter fermentans	1323375	representative genome
GCF_004364575.1	Myroides indicus	1323422	representative genome
GCF_013410565.1	Streptomonospora nanhaiensis	1323731	representative genome
GCF_900177775.1	Idiomarina planktonica	1323738	representative genome
GCF_003007685.1	Marinobacter halophilus	1323740	representative genome
GCF_008641105.1	Pseudomonas salina	1323744	representative genome
GCF_900215315.1	Rheinheimera tuosuensis	1323745	representative genome
GCF_008711285.1	Roseibium aquae	1323746	representative genome
GCF_002811245.1	Vibrio salilacus	1323749	representative genome
GCF_002021565.1	Paenibacillus selenitireducens	1324314	representative genome
GCF_001307195.1	Acinetobacter equi	1324350	representative genome
GCF_012273615.1	Chryseobacterium gallinarum	1324352	representative genome
GCF_900116445.1	Paraburkholderia aspalathi	1324617	representative genome
GCF_007556775.1	Lysobacter lycopersici	1324796	representative genome
GCF_005877005.1	Sinomonas susongensis	1324851	representative genome
GCF_900142635.1	Myroides xuanwuensis	1324934	representative genome
GCF_011044775.1	Limisphaera ngatamarikiensis	1324935	representative genome
GCF_004342905.1	Melghiribacillus thermohalophilus	1324956	representative genome
GCF_004114975.1	Bradyrhizobium guangdongense	1325090	representative genome
GCF_004114955.1	Bradyrhizobium guangzhouense	1325095	representative genome
GCF_004114935.1	Bradyrhizobium zhanjiangense	1325107	representative genome
GCF_004114915.1	Bradyrhizobium guangxiense	1325115	representative genome
GCF_004114535.1	Bradyrhizobium nanningense	1325118	representative genome
GCF_001418025.1	Anoxybacillus suryakundensis	1325335	representative genome
GCF_003248275.1	Paenibacillus silvae	1325358	representative genome
GCF_004363005.1	Tenacibaculum caenipelagi	1325435	representative genome
GCF_900169565.1	Nitrospira japonica	1325564	representative genome
GCF_901421975.1	Brevundimonas vancanneytii	1325724	representative genome
GCF_902375345.1	Clostridium polynesiense	1325933	representative genome
GCF_902375405.1	Actinomyces polynesiensis	1325934	representative genome
GCF_001307105.1	Bacillus australimaris	1326968	representative genome
GCF_003987185.1	Idiomarina aquatica	1327752	representative genome
GCF_003752155.1	Mobilisporobacter senegalensis	1329262	representative genome
GCF_001417815.1	Bifidobacterium aesculapii	1329411	representative genome
GCF_000763315.1	Thermoactinomyces daqus	1329516	representative genome
GCF_000768055.1	Alkalispirochaeta odontotermitis	1329640	representative genome
GCF_000942395.1	Risungbinella massiliensis	1329796	representative genome
GCF_000445125.1	Novosphingobium lindaniclasticum LE124	1329895	representative genome
GCF_004833285.1	Lampropedia puyangensis	1330072	representative genome
GCF_001027025.1	Kosmotoga pacifica	1330330	representative genome
GCF_012933385.1	Paenibacillus lemnae	1330551	representative genome
GCF_000745065.1	Thermus caliditerrae	1330700	representative genome
GCF_001698185.1	Bordetella pseudohinzii	1331258	representative genome
GCF_002407065.1	Brachybacterium ginsengisoli	1331682	representative genome
GCF_009761395.1	Ursidibacter maritimus	1331689	representative genome
GCF_002277955.1	Thermogutta terrifontis	1331910	representative genome
GCF_001456115.1	Sphingobium baderi	1332080	representative genome
GCF_001997345.1	Tessaracoccus aquimaris	1332264	representative genome
GCF_011516885.1	Acetobacter lambici	1332824	representative genome
GCF_005405665.1	Bifidobacterium moukalabense	1333651	representative genome
GCF_001647025.1	Endozoicomonas atrinae	1333660	representative genome
GCF_001640115.1	Polaribacter atrinae	1333662	representative genome
GCF_900111455.1	Geodermatophilus poikilotrophus	1333667	representative genome
GCF_900110315.1	Paenibacillus sophorae	1333845	representative genome
GCF_002355335.1	Variibacter gotjawalensis	1333996	representative genome
GCF_000739695.1	Tepidicaulis marinus	1333998	representative genome
GCF_900112105.1	Zunongwangia mangrovi	1334022	representative genome
GCF_001461805.1	[Enterobacter] lignolyticus	1334193	representative genome
GCF_001620265.1	Defluviimonas alba	1335048	representative genome
GCF_902502825.1	Rhizobium flavum	1335061	representative genome
GCF_002631185.1	Roseomonas rhizosphaerae	1335062	representative genome
GCF_003071385.1	Chitinophaga costaii	1335309	representative genome
GCF_002159895.1	Gordonibacter urolithinfaciens	1335613	representative genome
GCF_000876205.1	Lactobacillus wasatchensis	1335616	representative genome
GCF_000319575.2	Spiribacter salinus M19-40	1335746	representative genome
GCF_000485905.1	Spiribacter curvatus	1335757	representative genome
GCF_000412635.1	Sphingobium bisphenolivorans	1335760	representative genome
GCF_002795845.1	Reinekea forsetii	1336806	representative genome
GCF_902363655.1	Murimonas intestini	1337051	representative genome
GCF_003931855.1	Paenibacillus lentus	1338368	representative genome
GCF_000802235.1	Sinomonas humi	1338436	representative genome
GCF_009828925.1	Methylicorpusculum oleiharenae	1338687	representative genome
GCF_004363955.1	Enterovirga rhinocerotis	1339210	representative genome
GCF_001628815.1	Geobacter anodireducens	1340425	representative genome
GCF_000158175.1	Luminiphilus syltensis NOR5-1B	1341119	representative genome
GCF_000498495.1	Flavobacterium enshiense DK69	1341165	representative genome
GCF_013407805.1	Sulfitobacter geojensis	1342299	representative genome
GCF_000622385.1	Sulfitobacter noctilucicola	1342301	representative genome
GCF_000622365.1	Sulfitobacter noctilucae	1342302	representative genome
GCF_003026495.1	Photobacterium sanctipauli	1342794	representative genome
GCF_003014435.1	Limimaricola soesokkakensis	1343159	representative genome
GCF_004368925.1	Algibacter wandonensis	1343161	representative genome
GCF_900215295.1	Salinimicrobium sediminis	1343891	representative genome
GCF_007280415.1	Sphingorhabdus contaminans	1343899	representative genome
GCF_900156495.1	Williamsia sterculiae	1344003	representative genome
GCF_000427335.1	Winogradskyella psychrotolerans RS-3	1344585	representative genome
GCF_011762145.1	Sphingomonas naasensis	1344951	representative genome
